college_name,state,city,college_type,quota,category,opening_rank,closing_rank,annual_fee,year,mbbs_seats,nmc_ranking,course_type,bond_years,bond_penalty
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,SQ,ST-PH,758100,2527000,42000,2023,150,0
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,AIQ,GEN,342,34200,42000,2022,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,AIQ,OBC,35910,95760,42000,2022,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,AIQ,SC,99180,273600,42000,2022,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,AIQ,ST,277020,615600,42000,2022,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,AIQ,EWS,37620,109440,42000,2022,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,SQ,GEN,478,47880,42000,2022,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,SQ,OBC,50274,134064,42000,2022,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,SQ,SC,138852,383040,42000,2022,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,SQ,ST,387828,861840,42000,2022,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,SQ,EWS,52668,153216,42000,2022,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,AIQ,GEN,334,33440,42000,2021,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,AIQ,OBC,35112,93632,42000,2021,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,AIQ,SC,96976,267520,42000,2021,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,AIQ,ST,270864,601920,42000,2021,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,AIQ,EWS,36784,107008,42000,2021,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,SQ,GEN,468,46816,42000,2021,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,SQ,OBC,49156,131084,42000,2021,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,SQ,SC,135766,374528,42000,2021,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,SQ,ST,379209,842688,42000,2021,150,0,MBBS,1,500000
Kurnool Medical College,Andhra Pradesh,Kurnool,GOVT,SQ,EWS,51497,149811,42000,2021,150,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,GEN,428,42840,42000,2025,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,OBC,44982,119951,42000,2025,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,SC,124236,342720,42000,2025,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,ST,347004,771120,42000,2025,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,EWS,47124,137088,42000,2025,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,GEN-PH,42840,642600,42000,2025,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,OBC-PH,214200,1071000,42000,2025,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,SC-PH,428400,1713600,42000,2025,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,ST-PH,642600,2142000,42000,2025,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,GEN,599,59974,42000,2025,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,OBC,62973,167929,42000,2025,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,SC,173927,479799,42000,2025,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,ST,485797,1079549,42000,2025,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,EWS,65972,191919,42000,2025,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,GEN-PH,59974,899624,42000,2025,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,OBC-PH,299874,1499374,42000,2025,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,SC-PH,599749,2398999,42000,2025,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,ST-PH,899624,2998749,42000,2025,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,GEN,420,42000,42000,2024,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,OBC,44100,117599,42000,2024,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,SC,121800,336000,42000,2024,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,ST,340200,756000,42000,2024,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,EWS,46200,134400,42000,2024,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,GEN-PH,42000,630000,42000,2024,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,OBC-PH,210000,1050000,42000,2024,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,SC-PH,420000,1680000,42000,2024,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,ST-PH,630000,2100000,42000,2024,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,GEN,587,58799,42000,2024,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,OBC,61738,164637,42000,2024,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,SC,170517,470392,42000,2024,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,ST,476271,1058382,42000,2024,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,EWS,64678,188156,42000,2024,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,GEN-PH,58799,881985,42000,2024,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,OBC-PH,293995,1469975,42000,2024,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,SC-PH,587990,2351960,42000,2024,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,ST-PH,881985,2939950,42000,2024,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,GEN,399,39900,42000,2023,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,OBC,41895,111719,42000,2023,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,SC,115710,319200,42000,2023,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,ST,323190,718200,42000,2023,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,EWS,43890,127680,42000,2023,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,GEN-PH,39900,598500,42000,2023,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,OBC-PH,199500,997500,42000,2023,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,SC-PH,399000,1596000,42000,2023,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,ST-PH,598500,1995000,42000,2023,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,GEN,558,55859,42000,2023,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,OBC,58652,156405,42000,2023,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,SC,161991,446872,42000,2023,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,ST,452458,1005462,42000,2023,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,EWS,61444,178748,42000,2023,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,GEN-PH,55859,837885,42000,2023,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,OBC-PH,279295,1396476,42000,2023,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,SC-PH,558590,2234362,42000,2023,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,ST-PH,837885,2792952,42000,2023,100,0
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,GEN,378,37800,42000,2022,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,OBC,39690,105839,42000,2022,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,SC,109620,302400,42000,2022,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,ST,306180,680400,42000,2022,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,EWS,41580,120960,42000,2022,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,GEN,529,52919,42000,2022,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,OBC,55565,148173,42000,2022,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,SC,153465,423352,42000,2022,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,ST,428644,952543,42000,2022,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,EWS,58211,169341,42000,2022,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,GEN,369,36960,42000,2021,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,OBC,38808,103487,42000,2021,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,SC,107184,295680,42000,2021,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,ST,299376,665280,42000,2021,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,AIQ,EWS,40656,118272,42000,2021,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,GEN,517,51743,42000,2021,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,OBC,54330,144880,42000,2021,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,SC,150055,413944,42000,2021,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,ST,419119,931376,42000,2021,100,0,MBBS,1,500000
SV Medical College Tirupati,Andhra Pradesh,Tirupati,GOVT,SQ,EWS,56917,165577,42000,2021,100,0,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,GEN,122,12240,55000,2025,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,OBC,12852,34272,55000,2025,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,SC,35496,97920,55000,2025,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,ST,99144,220320,55000,2025,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,EWS,13464,39168,55000,2025,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,GEN-PH,12240,183600,55000,2025,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,OBC-PH,61200,306000,55000,2025,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,SC-PH,122400,489600,55000,2025,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,ST-PH,183600,612000,55000,2025,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,GEN,171,17136,55000,2025,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,OBC,17992,47980,55000,2025,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,SC,49694,137088,55000,2025,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,ST,138801,308448,55000,2025,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,EWS,18849,54835,55000,2025,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,GEN-PH,17136,257040,55000,2025,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,OBC-PH,85680,428400,55000,2025,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,SC-PH,171360,685440,55000,2025,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,ST-PH,257040,856800,55000,2025,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,GEN,120,12000,55000,2024,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,OBC,12600,33600,55000,2024,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,SC,34800,96000,55000,2024,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,ST,97200,216000,55000,2024,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,EWS,13200,38400,55000,2024,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,GEN-PH,12000,180000,55000,2024,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,OBC-PH,60000,300000,55000,2024,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,SC-PH,120000,480000,55000,2024,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,ST-PH,180000,600000,55000,2024,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,GEN,168,16800,55000,2024,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,OBC,17640,47040,55000,2024,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,SC,48720,134400,55000,2024,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,ST,136080,302400,55000,2024,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,EWS,18480,53760,55000,2024,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,GEN-PH,16800,252000,55000,2024,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,OBC-PH,84000,420000,55000,2024,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,SC-PH,168000,672000,55000,2024,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,ST-PH,252000,840000,55000,2024,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,GEN,114,11400,55000,2023,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,OBC,11970,31920,55000,2023,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,SC,33060,91200,55000,2023,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,ST,92340,205200,55000,2023,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,EWS,12540,36480,55000,2023,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,GEN-PH,11400,171000,55000,2023,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,OBC-PH,57000,285000,55000,2023,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,SC-PH,114000,456000,55000,2023,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,ST-PH,171000,570000,55000,2023,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,GEN,159,15960,55000,2023,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,OBC,16758,44688,55000,2023,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,SC,46284,127680,55000,2023,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,ST,129276,287280,55000,2023,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,EWS,17556,51072,55000,2023,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,GEN-PH,15960,239400,55000,2023,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,OBC-PH,79800,399000,55000,2023,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,SC-PH,159600,638400,55000,2023,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,ST-PH,239400,798000,55000,2023,250,33
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,GEN,108,10800,55000,2022,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,OBC,11340,30240,55000,2022,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,SC,31320,86400,55000,2022,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,ST,87480,194400,55000,2022,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,EWS,11880,34560,55000,2022,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,GEN,151,15120,55000,2022,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,OBC,15876,42336,55000,2022,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,SC,43848,120960,55000,2022,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,ST,122472,272160,55000,2022,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,EWS,16632,48384,55000,2022,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,GEN,105,10560,55000,2021,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,OBC,11088,29568,55000,2021,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,SC,30624,84480,55000,2021,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,ST,85536,190080,55000,2021,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,AIQ,EWS,11616,33792,55000,2021,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,GEN,147,14784,55000,2021,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,OBC,15523,41395,55000,2021,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,SC,42873,118272,55000,2021,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,ST,119750,266112,55000,2021,250,33,MBBS,1,500000
BJ Medical College Ahmedabad,Gujarat,Ahmedabad,GOVT,SQ,EWS,16262,47308,55000,2021,250,33,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,GEN,183,18360,50000,2025,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,OBC,19278,51408,50000,2025,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,SC,53244,146880,50000,2025,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,ST,148716,330480,50000,2025,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,EWS,20196,58752,50000,2025,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,GEN-PH,18360,275400,50000,2025,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,OBC-PH,91800,459000,50000,2025,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,SC-PH,183600,734400,50000,2025,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,ST-PH,275400,918000,50000,2025,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,GEN,257,25704,50000,2025,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,OBC,26989,71971,50000,2025,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,SC,74541,205632,50000,2025,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,ST,208202,462672,50000,2025,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,EWS,28274,82252,50000,2025,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,GEN-PH,25704,385560,50000,2025,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,OBC-PH,128520,642600,50000,2025,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,SC-PH,257040,1028160,50000,2025,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,ST-PH,385560,1285200,50000,2025,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,GEN,180,18000,50000,2024,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,OBC,18900,50400,50000,2024,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,SC,52200,144000,50000,2024,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,ST,145800,324000,50000,2024,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,EWS,19800,57600,50000,2024,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,GEN-PH,18000,270000,50000,2024,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,OBC-PH,90000,450000,50000,2024,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,SC-PH,180000,720000,50000,2024,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,ST-PH,270000,900000,50000,2024,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,GEN,252,25200,50000,2024,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,OBC,26460,70560,50000,2024,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,SC,73080,201600,50000,2024,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,ST,204120,453600,50000,2024,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,EWS,27720,80640,50000,2024,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,GEN-PH,25200,378000,50000,2024,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,OBC-PH,126000,630000,50000,2024,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,SC-PH,252000,1008000,50000,2024,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,ST-PH,378000,1260000,50000,2024,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,GEN,171,17100,50000,2023,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,OBC,17955,47880,50000,2023,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,SC,49590,136800,50000,2023,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,ST,138510,307800,50000,2023,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,EWS,18810,54720,50000,2023,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,GEN-PH,17100,256500,50000,2023,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,OBC-PH,85500,427500,50000,2023,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,SC-PH,171000,684000,50000,2023,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,AIQ,ST-PH,256500,855000,50000,2023,200,0
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,GEN,239,23940,50000,2023,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,OBC,25137,67032,50000,2023,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,SC,69426,191520,50000,2023,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,ST,193914,430920,50000,2023,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,EWS,26334,76608,50000,2023,200,0,MBBS,1,500000
Government Medical College Surat,Gujarat,Surat,GOVT,SQ,GEN-PH,23940,359100,50000,2023,200,0
